Páginas principais,Cliques,Impressões,CTR,Posição
https://www.stz.com.br/marcas/comfortflex,8,1105,0.72%,30.06
https://www.stz.com.br/lencos-umedecidos-ricca-30-unidades-lata-colecionavel-5170913-p2584686,8,1068,0.75%,14.87
https://www.stz.com.br/essenciais-gabriela,8,1058,0.76%,6.77
https://www.stz.com.br/tenis-infantil-gabrielinha-cano-alto-wandinha-glitter-roxo-5192012-p2780203,8,1011,0.79%,05.04
https://www.stz.com.br/tamanco-modare-ultraconforto-anabela-texturizado-preto-5176063-p2626680,8,975,0.82%,2.1
https://www.stz.com.br/kit-meia-infantil-turma-da-monica-2-pares-31-34-vermelho-e-azul-5198984-p2818812,8,916,0.87%,10.8
https://www.stz.com.br/meia-sapatilha-invisivel-trifil-feminina-fio-70-natural-5028304-p92185,8,872,0.92%,15.03
https://www.stz.com.br/scarpin-modare-ultraconforto-salto-grosso-preto-5169247-p1890508,8,851,0.94%,9.55
https://www.stz.com.br/rasteira-dakota-tira-larga-strass-vazados-metalizada-nude-5196311-p2800391,8,796,1.01%,4.61
https://www.stz.com.br/scarpin-vizzano-salto-fino-camurca-verde-5141147-p3931,8,663,1.21%,7.45
https://www.stz.com.br/bolsa-shopping-bag-grande-gabriela-essenciais-com-carteira-texturizada-off-white-5198818-p2818199,8,617,1.3%,3.5
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-fino-tira-pespontos-nude-5195232-p2805208,8,617,1.3%,5.68
https://www.stz.com.br/tenis-adidas-advantage-base-casual-feminino-branco-5184102-p2708612,8,607,1.32%,29.76
https://www.stz.com.br/marcas/gabrielinha?pg=2,8,534,1.5%,3.12
https://www.stz.com.br/tenis-modare-ultraconforto-casual-feminino-ziper-rebites-branco-5197078-p2805685,8,503,1.59%,10.02
https://www.stz.com.br/sandalia-gabriela-anabela-detalhe-elastico-nobuck-preto-5191464-p2776897,8,490,1.63%,7.24
https://www.stz.com.br/sandalia-rasteira-mississipi-detalhe-pedraria-off-white-5201552-p2831503,8,489,1.64%,2.95
https://www.stz.com.br/sandalia-usaflex-anabela-recortes-couro-color-5174496-p2614378,8,468,1.71%,16.57
https://www.stz.com.br/kit-protetor-para-pes-stz-feminino-6-pc-gel-incolor-5156608-p1166059,8,351,2.28%,19.21
https://www.stz.com.br/bota-polaina-gabriela-salto-fino-pespontos-preto-5195413-p2808034,8,323,2.48%,16.72
https://www.stz.com.br/pochete-esportiva-stz-elastico-preto-5184612-p2714149,8,298,2.68%,35.04
https://www.stz.com.br/tamanco-vizzano-salto-grosso-tiras-cruzadas-verde-5164639-p1673604,8,240,3.33%,12.67
https://www.stz.com.br/babuche-life-shoes-feminino-perfuros-off-white-5175925-p2627527,8,219,3.65%,10.29
https://www.stz.com.br/chinelo-zaxy-abracar-leveza-texturizada-nude-5163400-p1659098,8,117,6.84%,12.13
https://www.stz.com.br/scarpin-slingback-penelope-salto-grosso-elastico-off-white-5198672-p2816194,7,96018,0.01%,10.25
https://www.stz.com.br/tamanco-penelope-salto-geometrico-nobuck-preto-5194925-p2795859,7,57279,0.01%,8.15
https://www.stz.com.br/tamanco-gabriela-plataforma-tira-larga-rafia-bege-5184409-p2714259,7,33473,0.02%,8.3
https://www.stz.com.br/babuche-mormaii-vi-preto-5192757-p2784492,7,29827,0.02%,8.88
https://www.stz.com.br/tenis-mormaii-urban-3-street-masculino-branco-5188723-p2750167,7,18774,0.04%,5.6
https://www.stz.com.br/sandalia-gabriela-salto-fino-detalhe-tiras-nude-5172404-p2600932,7,17795,0.04%,8.82
https://www.stz.com.br/tenis-fila-progress-lite-jogging-esportivo-masculino-cinza-5198728-p2817862,7,12830,0.05%,6.25
https://www.stz.com.br/calcados-femininos/botas?pg=2,7,11919,0.06%,8.21
https://www.stz.com.br/tenis-olympikus-proof-3-esportivo-masculino-preto-5172284-p2600092,7,11211,0.06%,4.15
https://www.stz.com.br/bolsa-hobo-baguete-gabriela-trama-texturizada-off-white-5196392-p2801067,7,10818,0.06%,7.71
https://www.stz.com.br/bolsa-shopping-bag-penelope-detalhe-ziper-texturizada-preto-5193187-p2786807,7,10621,0.07%,7.66
https://www.stz.com.br/tenis-polo-energy-casual-detalhe-bordado-preto-5180222-p2670131,7,10342,0.07%,8.28
https://www.stz.com.br/chinelo-ipanema-classica-branco-5177812-p2640901,7,10266,0.07%,2.46
https://www.stz.com.br/bota-country-bottero-salto-bloco-cano-medio-arabesco-couro-preto-5197095-p2805702,7,8300,0.08%,9.43
https://www.stz.com.br/sandalia-rasteira-dakota-pedrarias-tresse-metalizado-caramelo-5199710-p2819484,7,6710,0.1%,8.77
https://www.stz.com.br/marcas/mississipi?pg=2,7,6547,0.11%,8.27
https://www.stz.com.br/tenis-moleca-casual-feminino-hey-girl-verniz-preto-5199180-p2822570,7,6178,0.11%,6.7
https://www.stz.com.br/tenis-nike-court-vision-low-casual-masculino-branco-5165795-p1687502,7,5919,0.12%,16.32
https://www.stz.com.br/scarpin-vizzano-salto-fino-pespontos-metalizado-dourado-5194338-p2793951,7,5741,0.12%,8.64
https://www.stz.com.br/bota-cano-alto-gabriela-salto-grosso-ziper-pespontos-preto-5196002-p2798180,7,5623,0.12%,8.91
https://www.stz.com.br/tenis-converse-all-star-chucky-taylor-cano-alto-preto-5020057-p90567,7,5494,0.13%,8.42
https://www.stz.com.br/scarpin-slingback-vizzano-salto-fino-corte-a-lazer-off-white-5202520-p2836390,7,5427,0.13%,9.45
https://www.stz.com.br/peep-toe-vizzano-meia-pata-pespontos-metalizado-preto-5178968-p2658484,7,5311,0.13%,8.51
https://www.stz.com.br/shoulder-bag-adidas-organizer-essentials-tecido-preto-5192791-p2784570,7,5173,0.14%,06.01
https://www.stz.com.br/sandalia-mississipi-salto-grosso-tresse-rose-5196208-p2799521,7,5109,0.14%,5.98
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-bege-5167328-p1691658,7,4767,0.15%,7.7
https://www.stz.com.br/sandalia-vizzano-salto-fino-tiras-cruzadas-pedrarias-verniz-bege-5200207-p2824961,7,4765,0.15%,2.33
https://www.stz.com.br/stz-friday-oferta-rasteiras,7,4409,0.16%,6.4
https://www.stz.com.br/black-friday/papete,7,4353,0.16%,7.38
https://www.stz.com.br/scarpin-gabriela-salto-fino-detalhe-pespontos-marrom-5187832-p2740376,7,3511,0.2%,2.37
https://www.stz.com.br/tenis-nike-revolution-6-next-nature-esportivo-feminino-branco-5194494-p2795063,7,3425,0.2%,11.45
https://www.stz.com.br/mocassim-beira-rio-salto-bloco-tiras-entrelacadas-strass-holografico-preto-5197106-p2805713,7,3413,0.21%,6.63
https://www.stz.com.br/campanha-nova-colecao,7,3314,0.21%,69.43
https://www.stz.com.br/tenis-vertus-street-masculino-detalhe-recortes-branco-5189815-p2759621,7,3295,0.21%,7.43
https://www.stz.com.br/chapeu-stz-bucket-tecido-azul-5186247-p2729995,7,3270,0.21%,2.81
https://www.stz.com.br/sandalia-papete-modare-ultraconforto-flatform-elastico-metalizada-caramelo-5176344-p2627945,7,3134,0.22%,4.71
https://www.stz.com.br/tenis-converse-all-star-cano-alto-chuck-taylor-lift-branco-5179833-p2665142,7,3076,0.23%,19.92
https://www.stz.com.br/sandalia-modare-ultraconforto-flatform-pedraria-elastico-nude-5199752-p2819540,7,3055,0.23%,04.05
https://www.stz.com.br/tenis-de-rodinha-infantil-cross-road-cano-alto-led-neon-preto-5193455-p2788117,7,2837,0.25%,10.47
https://www.stz.com.br/bota-coturno-ollie-originals-worker-tratorada-camurca-preto-5195093-p2807861,7,2822,0.25%,7.39
https://www.stz.com.br/sandalia-vizzano-plataforma-meia-pata-fivela-glitter-rose-5198362-p2814023,7,2795,0.25%,2.24
https://www.stz.com.br/tenis-adidas-duramo-rc-esportivo-feminino-branco-5192854-p2784997,7,2781,0.25%,06.03
https://www.stz.com.br/sapatilha-moleca-confort-tecido-preto-5007081-p88876,7,2737,0.26%,3.65
https://www.stz.com.br/sandalia-papete-infantil-disney-minnie-mouse-tira-contato-mochila-rosa-5199386-p2819640,7,2727,0.26%,3.24
https://www.stz.com.br/sandalia-vizzano-salto-fino-tira-fivela-pespontos-verniz-preto-5198328-p2813997,7,2664,0.26%,4.23
https://www.stz.com.br/bolsa-clutch-soft-com-alca-gabriela-ouro-5199642-p2819518,7,2568,0.27%,6.11
https://www.stz.com.br/chinelo-havaianas-brasil-light-branco-5190159-p2762544,7,2549,0.27%,22.62
https://www.stz.com.br/chinelo-havaianas-track-go-preto-5198257-p2813443,7,2531,0.28%,6.25
https://www.stz.com.br/bota-over-the-knee-gabriela-salto-bloco-amarracao-preto-5195534-p2809379,7,2506,0.28%,16.18
https://www.stz.com.br/tenis-converse-all-star-lift-flatform-cano-alto-preto-5163271-p1658442,7,2453,0.29%,18.69
https://www.stz.com.br/sandalia-bebece-meia-pata-fivela-pespontos-caramelo-5192583-p2783132,7,2410,0.29%,4.59
https://www.stz.com.br/calcados-femininos?pg=4,7,2330,0.3%,9.25
https://www.stz.com.br/chuteira-society-dray-d-six-verde-neon-preto-color-5198415-p2814906,7,2321,0.3%,6.11
https://www.stz.com.br/sandalia-gabriela-salto-bloco-tiras-pedraria-elastico-preto-5198472-p2815211,7,2196,0.32%,7.61
https://www.stz.com.br/tenis-mizuno-street-wind-casual-masculino-preto-5197266-p2807222,7,2042,0.34%,8.2
https://www.stz.com.br/scarpin-gabriela-aberto-salto-fino-amarracao-branco-5154071-p1140555,7,2006,0.35%,11.88
https://www.stz.com.br/mocassim-gabriela-plataforma-tratorado-fivela-preto-5188446-p2747046,7,1870,0.37%,19.79
https://www.stz.com.br/sandalia-beira-rio-salto-grosso-drapeada-metalizada-caramelo-5183802-p2704997,7,1776,0.39%,3.29
https://www.stz.com.br/tamanco-vizzano-plataforma-tratorado-tiras-largas-cruzadas-dourado-5196537-p2801912,7,1656,0.42%,4.22
https://www.stz.com.br/mascara-repositora-eudora-siage-regeneracao-pos-quimica-250ml-5186395-p2730984,7,1616,0.43%,24.77
https://www.stz.com.br/rasteira-mississipi-tira-dupla-pedraria-strass-dourada-5199670-p2819541,7,1508,0.46%,1.56
https://www.stz.com.br/sandalia-aranha-zaxy-be-yourself-transparente-5157027-p1169798,7,1471,0.48%,5.92
https://www.stz.com.br/slide-nike-victori-one-preto-5170494-p2580372,7,1471,0.48%,7.74
https://www.stz.com.br/bolsa-esportiva-olympikus-gym-bag-sm-preto-5191862-p2779630,7,1409,0.5%,10.3
https://www.stz.com.br/tamanco-beira-rio-conforto-plataforma-com-fivela-bege-5154323-p1145801,7,1399,0.5%,2.29
https://www.stz.com.br/scarpin-modare-ultraconforto-salto-fino-trama-preto-5195285-p2808618,7,1364,0.51%,8.25
https://www.stz.com.br/sandalia-marvel-homem-de-ferro-preto-com-mochila-de-brinde-5152255-p1108847,7,1329,0.53%,10.37
https://www.stz.com.br/bolsa-tiracolo-pequena-gabriela-pedraria-corrente-prata-5182778-p2693103,7,1318,0.53%,13.99
https://www.stz.com.br/tenis-penelope-casual-vespa-listras-branco-5116403-p1867,7,1302,0.54%,8.33
https://www.stz.com.br/almofada-de-pescoco-stz-preto-5135227-p78266,7,1236,0.57%,20.83
https://www.stz.com.br/campanha-sapatilha-scarpin?pg=7,7,1234,0.57%,6.71
https://www.stz.com.br/tenis-fila-step-esportivo-masculino-preto-5198737-p2817867,7,1170,0.6%,5.35
https://www.stz.com.br/tenis-infantil-nike-pico-5-casual-couro-branco-5173441-p2610462,7,1093,0.64%,15.2
https://www.stz.com.br/bolsa-tiracolo-masculina-mac-jac-quadrada-texturizada-preto-5189312-p2755855,7,1041,0.67%,17.34
https://www.stz.com.br/bolsa-shopping-bag-gabriela-off-white-5198850-p2817709,7,990,0.71%,5.96
https://www.stz.com.br/campanha-tal-pai-tal-filho,7,984,0.71%,10.67
https://www.stz.com.br/carteira-stz-masculino-couro-preto-5123936-p66229,7,968,0.72%,17.06
https://www.stz.com.br/marcas/molekinha?pg=2,7,957,0.73%,5.88
https://www.stz.com.br/garrafa-com-canudo-stz-transparente-preto-5187640-p2739097,7,949,0.74%,10.89
https://www.stz.com.br/livelo-regulamento,7,914,0.77%,39.17
https://www.stz.com.br/babuche-rider-perfuros-preto-5193159-p2786891,7,898,0.78%,8.53
https://www.stz.com.br/marcas/penelope?pg=6,7,884,0.79%,5.51
https://www.stz.com.br/tenis-olympikus-evasense-esportivo-masculino-branco-5198791-p2817945,7,821,0.85%,7.5
https://www.stz.com.br/cadarco-extra-stz-dois-pares-xadrez-preto-5159270-p1607401,7,802,0.87%,6.74
https://www.stz.com.br/guarda-chuva-sombrinha-susino-preto-5181855-p2684445,7,774,0.9%,8.7
https://www.stz.com.br/chinelo-rider-r1-speed-preto-5149479-p163643,7,699,1%,7.56
https://www.stz.com.br/sandalia-via-marte-salto-taca-tiras-cruzadas-strass-prata-5195162-p2802340,7,682,1.03%,8.41
https://www.stz.com.br/chinelo-infantil-havaianas-masha-e-o-urso-azul-5174774-p2615972,7,651,1.08%,09.05
https://www.stz.com.br/bota-coturno-masculina-polonni-marrom-5074882-p117548,7,646,1.08%,22.16
https://www.stz.com.br/cadarco-extra-stz-dois-pares-branco-5153503-p1130984,7,630,1.11%,25.18
https://www.stz.com.br/cadarco-extra-infantil-stz-dois-pares-color-5159273-p1607404,7,606,1.16%,9.67
https://www.stz.com.br/almofada-de-pescoco-stz-peluciada-preto-5143657-p157028,7,595,1.18%,16.37
https://www.stz.com.br/ankle-boot-vizzano-anabela-textura-croco-preto-5195989-p2798178,7,547,1.28%,9.98
https://www.stz.com.br/tamanco-piccadilly-anabela-com-laco-preto-5150187-p600565,7,492,1.42%,22.51
https://www.stz.com.br/tenis-fila-trend-3-0-training-esportivo-feminino-mesh-marinho-5193147-p2786616,7,480,1.46%,9.88
https://www.stz.com.br/sandalia-mr-cat-splash-eva-fivelas-masculino-preto-5180693-p2672134,7,475,1.47%,4.88
https://www.stz.com.br/campanha-personagens,7,470,1.49%,10.73
https://www.stz.com.br/tenis-fila-trend-3-0-training-esportivo-masculino-marinho-5193046-p2786150,7,468,1.5%,5.39
https://www.stz.com.br/sapatilha-santinelli-bico-fino-detalhe-strass-pingente-coracao-preto-5199350-p2819262,7,435,1.61%,5.73
https://www.stz.com.br/sandalia-gabriela-plataforma-tiras-cruzadas-verde-5193395-p2787972,7,428,1.64%,8.46
https://www.stz.com.br/babuche-infantil-cartago-mini-orlando-marrom-5182158-p2686723,7,385,1.82%,6.22
https://www.stz.com.br/sandalia-marvel-capitao-america-azul-com-mochila-de-brinde-5152461-p1109060,7,378,1.85%,10.28
https://www.stz.com.br/mocassim-moleca-flow-detalhe-perfuros-nude-5194336-p2793949,7,283,2.47%,8.51
https://www.stz.com.br/tamanco-beira-rio-plataforma-metalizado-detalhe-corrente-preto-5197758-p2813032,7,254,2.76%,7.83
https://www.stz.com.br/tenis-vertus-cano-alto-street-masculino-logo-preto-5193414-p2787922,7,236,2.97%,8.87
https://www.stz.com.br/mochila-bow-river-tecido-verde-militar-5173746-p2612772,7,231,3.03%,24.49
https://www.stz.com.br/tenis-kolosh-sport-style-feminino-knit-preto-5190292-p2763753,7,179,3.91%,14.82
https://www.stz.com.br/bota-bow-river-pro-terra-adventure-pespontos-nobuck-grafite-5170181-p2421980,7,156,4.49%,7.86
https://www.stz.com.br/bone-stz-aba-curva-alabama-bordado-marinho-5188506-p2747602,7,155,4.52%,05.08
https://www.stz.com.br/sandalia-gabriela-plataforma-no-tresse-metalizada-bege-5195585-p2810335,7,148,4.73%,4.57
https://www.stz.com.br/planner-stz-minha-semana-bege-5157524-p1177402,7,143,4.9%,9.24
https://www.stz.com.br/tamanco-gabriela-flatform-tira-acolchoada-off-white-5186111-p2728170,7,134,5.22%,13.23
https://www.stz.com.br/sapatilha-moleca-texturizada-detalhe-coracao-off-white-5202131-p2834474,7,25,28%,5.68
https://www.stz.com.br/menina/tenis-esportivo,6,339815,0%,6.65
https://www.stz.com.br/sandalia-penelope-salto-grosso-detalhe-no-tira-cruzada-off-white-5197749-p2817492,6,77666,0.01%,8.51
https://www.stz.com.br/scarpin-gabriela-essenciais-salto-fino-vermelho-5166366-p1689504,6,47119,0.01%,10.02
https://www.stz.com.br/tenis-polo-energy-casual-detalhe-perfuros-bege-5166988-p1690127,6,36495,0.02%,9.23
https://www.stz.com.br/sandalia-pegada-anilina-perfuros-couro-marrom-5177388-p2636311,6,26211,0.02%,9.28
https://www.stz.com.br/tenis-infantil-molekinha-jogging-tira-contato-glitter-led-color-5197479-p2809033,6,24808,0.02%,09.03
https://www.stz.com.br/tenis-olympikus-acqua-esportivo-feminino-bege-5195445-p2809366,6,18061,0.03%,7.88
https://www.stz.com.br/tenis-vertus-jogging-masculino-tecido-preto-5197005-p2805501,6,15578,0.04%,6.62
https://www.stz.com.br/mule-gabriela-detalhe-recortes-vinho-5196735-p2803490,6,11894,0.05%,8.95
https://www.stz.com.br/tenis-olympikus-atmos-esportivo-feminino-rosa-5172273-p2598989,6,11198,0.05%,5.84
https://www.stz.com.br/sandalia-gabriela-salto-fino-tiras-cruzadas-pedraria-fivela-prata-5197771-p2814668,6,9185,0.07%,8.63
https://www.stz.com.br/tenis-ollie-originals-rocky-street-masculino-nobuck-preto-5195280-p2800271,6,8992,0.07%,04.04
https://www.stz.com.br/bota-coturno-dakota-plataforma-detalhe-pespontos-preto-5197318-p2807774,6,7915,0.08%,10.24
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-grosso-lurex-preto-5162751-p1653179,6,6438,0.09%,12.26
https://www.stz.com.br/black-friday/tenis/nike,6,6328,0.09%,18.77
https://www.stz.com.br/sandalia-gabriela-salto-grosso-flor-metalizada-cortica-dourada-5198930-p2818326,6,6141,0.1%,3.67
https://www.stz.com.br/tenis-nike-court-royale-2-casual-masculino-preto-5170542-p2580721,6,5931,0.1%,11.86
https://www.stz.com.br/slide-cartago-alabama-tiras-cruzadas-marrom-5191977-p2780032,6,5691,0.11%,8.56
https://www.stz.com.br/sapato-social-democrata-prime-couro-preto-5144588-p82825,6,5281,0.11%,8.47
https://www.stz.com.br/cinto-feminino-gabriela-fivela-redonda-preto-5195271-p2802604,6,4849,0.12%,3.72
https://www.stz.com.br/bolsa-hobo-grande-penelope-detalhe-ziper-texturizada-preto-5193189-p2786809,6,4753,0.13%,9.61
https://www.stz.com.br/tenis-modare-ultraconforto-gel-tech-anabela-feminino-marinho-5193550-p2788659,6,4722,0.13%,3.38
https://www.stz.com.br/tenis-kolosh-sport-style-touch-casual-feminino-branco-5190426-p2765148,6,4042,0.15%,7.82
https://www.stz.com.br/tenis-adidas-runfalcon-3-0-esportivo-feminino-preto-5189820-p2759716,6,4011,0.15%,11.35
https://www.stz.com.br/marcas/new-balance,6,3931,0.15%,26.78
https://www.stz.com.br/hotsite/bolsas-sandalias,6,3603,0.17%,7
https://www.stz.com.br/meiao-de-futebol-infantil-umbro-classic-30-35-preto-5189997-p2761317,6,3511,0.17%,9.39
https://www.stz.com.br/chuteira-futsal-topper-dominator-3-lt-preto-5192580-p2783129,6,3484,0.17%,20.83
https://www.stz.com.br/tenis-olympikus-diffuse-5-esportivo-masculino-knit-verde-militar-5192802-p2784764,6,3323,0.18%,10.73
https://www.stz.com.br/marcas/puma,6,3231,0.19%,20.93
https://www.stz.com.br/chinelo-infantil-havaianas-kids-disney-pixar-carros-mcqueen-branco-5199150-p2819120,6,3009,0.2%,4.36
https://www.stz.com.br/bota-coturno-pegada-tratorado-couro-marrom-5159623-p1614547,6,2819,0.21%,13.71
https://www.stz.com.br/tenis-nike-court-royale-2-mid-cano-alto-masculino-preto-5192838-p2784951,6,2752,0.22%,7.45
https://www.stz.com.br/tenis-adidas-runfalcon-3-0-esportivo-feminino-azul-5196890-p2804403,6,2611,0.23%,6.55
https://www.stz.com.br/tenis-cross-road-esportivo-masculino-molas-tecido-prata-5187758-p2739919,6,2608,0.23%,6.94
https://www.stz.com.br/chuteira-futsal-dray-d-six-azul-preto-color-5198490-p2815357,6,2597,0.23%,5.36
https://www.stz.com.br/sandalia-rasteira-infantil-pink-cats-pedraria-perolas-dourada-5200407-p2825887,6,2571,0.23%,6.57
https://www.stz.com.br/sandalia-via-marte-salto-taca-tiras-cruzadas-strass-ouro-5200883-p2828403,6,2457,0.24%,07.01
https://www.stz.com.br/tenis-ollie-originals-space-2-flatform-feminino-listras-holografico-preto-5199366-p2819162,6,2402,0.25%,4.56
https://www.stz.com.br/tenis-dakota-jogging-tratorado-feminino-perfuros-off-white-5197715-p2813946,6,2292,0.26%,8.98
https://www.stz.com.br/scarpin-modare-ultraconforto-salto-fino-matelasse-caramelo-5175107-p2618236,6,2249,0.27%,4.55
https://www.stz.com.br/chinelo-havaianas-slim-square-velvet-animal-print-caramelo-5197379-p2808466,6,2236,0.27%,7.31
https://www.stz.com.br/menina/sandalias?pg=3,6,2197,0.27%,9.68
https://www.stz.com.br/chinelo-havaianas-brasil-logo-branco-5179773-p2664509,6,2186,0.27%,14.14
https://www.stz.com.br/tenis-moleca-casual-feminino-pespontos-preto-5191613-p2778514,6,2152,0.28%,2.41
https://www.stz.com.br/chuteira-society-umbro-warskin-multicolor-branco-5192519-p2785481,6,1990,0.3%,7.88
https://www.stz.com.br/chinelo-havaianas-slim-square-preto-5181902-p2683682,6,1895,0.32%,9.86
https://www.stz.com.br/shampoo-eudora-siage-acelera-o-crescimento-250ml-5186381-p2730905,6,1882,0.32%,26.51
https://www.stz.com.br/tenis-olympikus-subverse-esportivo-masculino-verde-militar-5192818-p2784747,6,1779,0.34%,2.84
https://www.stz.com.br/sapatilha-alpargata-moleca-trama-pespontos-preto-5197101-p2805708,6,1745,0.34%,12
https://www.stz.com.br/calcados-femininos/sandalias?pg=9,6,1707,0.35%,1.3
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-flatform-tecido-branco-5110644-p56207,6,1684,0.36%,5.4
https://www.stz.com.br/tenis-penelope-chunky-feminino-tratorado-verniz-branco-5124048-p2377,6,1667,0.36%,8.92
https://www.stz.com.br/campanha-tenis-ollie,6,1649,0.36%,07.08
https://www.stz.com.br/chinelo-ipanema-bandeira-brasil-masculino-branco-5186207-p2729492,6,1646,0.36%,14.63
https://www.stz.com.br/scarpin-boneca-gabriela-salto-geometrico-verniz-vermelho-5196230-p2799751,6,1516,0.4%,03.03
https://www.stz.com.br/chinelo-infantil-havaianas-kids-fantasy-unicornio-pink-5191934-p2779837,6,1512,0.4%,9.36
https://www.stz.com.br/garrafa-com-canudo-stz-transparente-roxa-5188939-p2754044,6,1508,0.4%,7.58
https://www.stz.com.br/rasteira-moleca-flat-tiras-largas-camurca-nude-5197871-p2819379,6,1446,0.41%,2.21
https://www.stz.com.br/kit-viagem-stz-oito-itens-branco-5171564-p2593471,6,1403,0.43%,50.04
https://www.stz.com.br/campanha-liquida-infantil,6,1341,0.45%,39.47
https://www.stz.com.br/marcas/moleca?pg=3,6,1307,0.46%,10.75
https://www.stz.com.br/chinelo-infantil-cartago-mini-ii-baby-multicolor-elastico-marinho-5200005-p2824571,6,1306,0.46%,2.92
https://www.stz.com.br/sandalia-espadrille-vizzano-rafia-off-white-preto-5200598-p2827317,6,1300,0.46%,4.45
https://www.stz.com.br/chinelo-havaianas-urban-basic-material-verde-militar-5191481-p2777018,6,1272,0.47%,6.81
https://www.stz.com.br/bolsa-tote-media-gabriela-essenciais-texturizada-caramelo-5185776-p2724641,6,1266,0.47%,5.33
https://www.stz.com.br/sandalia-modare-ultraconforto-tiras-cruzadas-nude-5200520-p2826489,6,1252,0.48%,5.15
https://www.stz.com.br/mule-vizzano-vazados-strass-lurex-rosa-5167563-p1711621,6,1205,0.5%,9.33
https://www.stz.com.br/hotsite/sapatenis-masculinos,6,1169,0.51%,10.56
https://www.stz.com.br/bolsa-hobo-baguete-gabriela-trama-texturizada-bege-5196391-p2801066,6,1140,0.53%,5.43
https://www.stz.com.br/sandalia-bebece-meia-pata-detalhe-tiras-off-white-5169403-p1888621,6,1110,0.54%,8.72
https://www.stz.com.br/sandalia-papete-zaxy-flatform-way-preto-5145613-p158744,6,1083,0.55%,04.05
https://www.stz.com.br/sandalia-papete-zaxy-blink-sand-marrom-5202904-p2838264,6,1070,0.56%,12.57
https://www.stz.com.br/tenis-infantil-pimpolho-comfy-jogging-pespontos-tecido-marinho-5182852-p2693476,6,1060,0.57%,4.55
https://www.stz.com.br/tenis-mormaii-soul-ultra-flexxxa-esportivo-masculino-preto-5197655-p2811259,6,1060,0.57%,5.72
https://www.stz.com.br/acoes-externas-ndtv,6,1033,0.58%,10.03
https://www.stz.com.br/scarpin-slingback-penelope-salto-grosso-elastico-nude-5198670-p2816186,6,1025,0.59%,2.17
https://www.stz.com.br/tenis-infantil-converse-all-star-chuck-taylor-cano-alto-amarelo-5163412-p1659737,6,1012,0.59%,12.48
https://www.stz.com.br/chinelo-infantil-havaianas-baby-marvel-hulk-elastico-verde-5195002-p2795917,6,990,0.61%,3.93
https://www.stz.com.br/sandalia-gabriela-salto-fino-strass-metalizada-dourada-5176735-p2629633,6,972,0.62%,17
https://www.stz.com.br/bolsa-tiracolo-pequena-gabriela-barbicacho-tecido-bege-5197291-p2807435,6,943,0.64%,9.11
https://www.stz.com.br/sandalia-papete-infantil-disney-diversao-toy-story-woody-color-5199361-p2819149,6,926,0.65%,2.73
https://www.stz.com.br/campanha-sapato-infantil,6,924,0.65%,7.44
https://www.stz.com.br/marcas/west-coast,6,923,0.65%,15.7
https://www.stz.com.br/chuteira-campo-oxn-speed-3-marinho-5135706-p78858,6,915,0.66%,5.35
https://www.stz.com.br/sandalia-aranha-moleca-flatform-tratorada-preto-5202775-p2837725,6,868,0.69%,1.95
https://www.stz.com.br/tenis-dakota-street-refresh-impulse-flatform-feminino-ilhos-metalizados-branco-5197714-p2813413,6,822,0.73%,4.38
https://www.stz.com.br/sapatenis-mr-cat-masculino-recorte-preto-5180586-p2671168,6,817,0.73%,12.07
https://www.stz.com.br/chuteira-infantil-futsal-dray-marvel-homem-aranha-preto-5193473-p2788378,6,811,0.74%,5.68
https://www.stz.com.br/sandalia-aranha-vizzano-salto-grosso-metalizada-dourada-5196448-p2801491,6,800,0.75%,8.21
https://www.stz.com.br/bota-coturno-moleca-flatform-pespontos-verniz-preto-5193847-p2790344,6,793,0.76%,14.54
https://www.stz.com.br/tenis-ollie-originals-space-2-flatform-feminino-listras-holografico-branco-5199363-p2819177,6,783,0.77%,2.76
https://www.stz.com.br/scarpin-vizzano-aberto-salto-fino-decote-corrente-strass-branco-5200532-p2826594,6,781,0.77%,8.37
https://www.stz.com.br/sapatenis-ferracini-buzios-fly-levite-couro-preto-5194901-p2795837,6,772,0.78%,6.37
https://www.stz.com.br/bolsa-esportiva-olympikus-gym-bag-sm-preto-5195290-p2807799,6,768,0.78%,3.81
https://www.stz.com.br/bota-coturno-infantil-patrulha-canina-adventure-pups-chase-elastico-azul-5198130-p2812344,6,768,0.78%,6.74
https://www.stz.com.br/conteudo/ajuda-e-suporte/politica-de-privacidade,6,762,0.79%,17.79
https://www.stz.com.br/open-ankle-boot-bebece-salto-grosso-pespontos-preto-5196196-p2799701,6,761,0.79%,12.08
https://www.stz.com.br/sapato-social-ferracini-comfort-couro-preto-5164240-p1666975,6,760,0.79%,16.44
https://www.stz.com.br/leque-stz-arco-iris-color-5152173-p1108762,6,753,0.8%,46.83
https://www.stz.com.br/tenis-ollie-originals-virtus-esportivo-masculino-preto-5195281-p2800084,6,743,0.81%,3.35
https://www.stz.com.br/mochila-clio-style-have-fun-summertime-arco-iris-rosa-5193699-p2789598,6,721,0.83%,10.64
https://www.stz.com.br/tenis-mizuno-jet-6-esportivo-feminino-preto-5193155-p2786873,6,721,0.83%,19.07
